PO20240005408400100001N             Summary(Exp. Tooling/pc)                Summary(Exp. Tooling/pc)                00000000000.0000IMPORT                                                                                                                              00000000001.000000000000000.000000000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408400101001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400111001Y                                                                                             00000312234.0000                                                                                                                                                                                                                                                                                                                                                                 00000293524.0000                                                                                                                                                                                                                                                                    00000018710.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400121001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726SUPLY20240726SUPLY
PO20240005408400131001Y                                                                                             00000312234.0000                                                                                                                                                                                                                                                                                                                                                                 00000293524.0000                                                                                                                                                                                                                                                                    00000018710.0000                                                20240726SUPLY20240726SUPLY
PO20240005408400141001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500010001N                                                     Summary(Raw Mat Dom)                    00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500011001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500020001N                                                     Summary(Raw Mat Imp)                    00000000000.0000IMPORT                                                                                                                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500021001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500030001Y698100K150   Summary(BOP)                                                                    00000192552.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                             00000192552.0000                                                                                                                                                                                                                                                                                                                                    20240726SUPLY20240726SUPLY
PO20240005408500030002N698100K150   Summary(Control Component)                                                      00000000000.0000                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500031001Y                                                                                             00000192552.0000                                                                                                                                                                                                                                                                                                                                                                 00000192552.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500040001N698100K150   Summary(BOP)                                                                    00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500040002N698100K150   Summary(Control Component)                                                      00000000000.0000IMPORT                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500041001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500050001N                                                     Summary(Process Cost)                   00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500050002N             Summary(Other)                                                                  00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500051001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500061001Y                                                                                             00000192552.0000                                                                                                                                                                                                                                                                                                                                                                 00000192552.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500071001Y                                                                                             00000031462.0000                                                                                                    00000000016.3400                                                                                                                                                                                                                                             00000011232.0000                                                                                                    00000000005.8300                                                                                                                                                00000020230.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500081001Y                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                                                                                                             00000000000.0000                                                                                                    00000000000.0000                                                                                                                                                00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500090001N                                                     Summary(Packaging Cost)                 00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PO20240005408500090002N                                                     Summary(Logistics Cost)                 00000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     20240726SUPLY20240726SUPLY
PO20240005408500091001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500100001N             Summary(Exp. Tooling/pc)                Summary(Exp. Tooling/pc)                00000000000.0000IMPORT                                                                                                                              00000000001.000000000000000.000000000000000.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408500101001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500111001Y                                                                                             00000224014.0000                                                                                                                                                                                                                                                                                                                                                                 00000203784.0000                                                                                                                                                                                                                                                                    00000020230.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500121001Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  20240726SUPLY20240726SUPLY
PO20240005408500131001Y                                                                                             00000224014.0000                                                                                                                                                                                                                                                                                                                                                                 00000203784.0000                                                                                                                                                                                                                                                                    00000020230.0000                                                20240726SUPLY20240726SUPLY
PO20240005408500141001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408600010001N                                                     Summary(Raw Mat Dom)                    00000000000.0000                                                                                                                                                                                                                    00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
PO20240005408600011001Y                                                                                             00000000000.0000                                                                                                                                                                                                                                                                                                                                                                 00000000000.0000                                                                                                                                                                                                                                                                    00000000000.0000                                                20240726SUPLY20240726SUPLY
PO20240005408600020001N                                                     Summary(Raw Mat Imp)                    00000000000.0000IMPORT                                                                                                                                                                                                                              00000000001.0000                                                                                                                                                                                                                                                                                                                                                                                                                                                                 20240726SUPLY20240726SUPLY
